subject,predicate,object,root,synonyms
organic nature,were analysed,structural characteristics,analyse,"{'psychoanalyze', 'canvas', 'canvass', 'analyze', 'psychoanalyse', 'dissect', 'examine', 'study', 'analyse'}"
organic nature,compared,structural characteristics,compare,"{'liken', 'compare', 'equate'}"
molecular complexes of an organic nature,were analysed,structural characteristics of the dioxide reported here,analyse,"{'psychoanalyze', 'canvas', 'canvass', 'analyze', 'psychoanalyse', 'dissect', 'examine', 'study', 'analyse'}"
molecular complexes of an organic nature,compared,structural characteristics of the dioxide reported here,compare,"{'liken', 'compare', 'equate'}"
O distance,depends,O atom,depend,"{'depend', 'count', 'reckon', 'bet', 'calculate'}"
mdash O distance,depends,mdash O group,depend,"{'depend', 'count', 'reckon', 'bet', 'calculate'}"
title complex,was,possible precursor,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
title complex,prepared,possible precursor,prepare,"{'devise', 'organise', 'fix', 'prepare', 'machinate', 'groom', 'educate', 'cook', 'ready', 'develop', 'set', 'train', 'organize'}"
maximum deviation,is inclined,benzene ring,incline,"{'lean', 'incline', 'pitch', 'tend', 'slope', 'dispose'}"
title compound,was,Grignard reaction,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
title compound,obtained,Grignard reaction,obtain,"{'get', 'receive', 'obtain', 'prevail', 'incur'}"
VM value,was,Da minus,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
VM value,estimated,Da minus,estimate,"{'estimate', 'approximate', 'figure', 'forecast', 'judge', 'reckon', 'gauge', 'calculate', 'guess'}"
VM value,be,Da minus,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
Da minus,assuming,asymmetric unit,assume,"{'arrogate', 'feign', 'adopt', 'assume', 'acquire', 'take', 'don', 'bear', 'sham', 'presume', 'usurp', 'simulate', 'seize', 'accept', 'wear'}"
derivative crystals,were prepared,cocrystallization method,prepare,"{'devise', 'organise', 'fix', 'prepare', 'machinate', 'groom', 'educate', 'cook', 'ready', 'develop', 'set', 'train', 'organize'}"
derivative crystals,are,cocrystallization method,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
cocrystallization method,are,native crystals,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
Streptococcus mutans,is,pathogenic species,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
DHOD crystal,shows,class 1A DHOD,show,"{'shew', 'prove', 'reveal', 'display', 'show', 'depict', 'express', 'point', 'establish', 'exhibit', 'render', 'demo', 'demonstrate', 'testify', 'picture', 'evidence', 'evince', 'indicate', 'present'}"
DHOD crystal,is,class 1A DHOD,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
potential sites,be,design technique,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
potential sites,using,design technique,use,"{'expend', 'use', 'employ', 'utilize', 'habituate', 'utilise', 'practice', 'apply'}"
DHOD crystal structure,shows,that this enzyme is a class 1A DHOD,show,"{'shew', 'prove', 'reveal', 'display', 'show', 'depict', 'express', 'point', 'establish', 'exhibit', 'render', 'demo', 'demonstrate', 'testify', 'picture', 'evidence', 'evince', 'indicate', 'present'}"
that this enzyme is a class 1A DHOD,be,highly specific inhibitors,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
highly specific inhibitors,using,chemotherapeutic design technique,use,"{'expend', 'use', 'employ', 'utilize', 'habituate', 'utilise', 'practice', 'apply'}"
cysteine residue,was,different positions,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
cysteine residue,introduced,different positions,introduce,"{'insert', 'enter', 'preface', 'acquaint', 'infix', 'present', 'innovate', 'premise', 'introduce', 'inclose', 'precede', 'enclose'}"
resulting bPAP construct,was,ndash RNA complex,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
resulting bPAP construct,modified,ndash RNA complex,modify,"{'change', 'qualify', 'modify', 'alter'}"
resulting bPAP construct,yielded,ndash RNA complex,yield,"{'generate', 'give', 'concede', 'yield', 'render', 'grant', 'afford', 'cede', 'relent', 'succumb', 'soften'}"
hydrogen bonding,is,nitrate groups,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
Extensive hydrogen bonding,is,ethylenediamine and nitrate groups,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
Serratia marcescens,was,emsp14  Aring  resolution,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
Serratia marcescens,refined,emsp14  Aring  resolution,refine,"{'polish', 'down', 'complicate', 'elaborate', 'fine-tune', 'rarify', 'rectify', 'refine'}"
structure of the mutant,was,wild type,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
tetraphenylphosphonium cations,reside,polymeric anion,reside,"{'inhabit', 'rest', 'populate', 'people', 'occupy', 'dwell', 'reside', 'shack', 'live', 'repose', 'domicile'}"
Templating tetraphenylphosphonium cations,reside,cavities of the polymeric anion,reside,"{'inhabit', 'rest', 'populate', 'people', 'occupy', 'dwell', 'reside', 'shack', 'live', 'repose', 'domicile'}"
deaminase product,is reported,emsp14  Aring  resolution,report,"{'account', 'describe', 'report', 'cover'}"
Two loops,move,ribosyl and phosphate,move,"{'go', 'travel', 'affect', 'proceed', 'move', 'displace', 'impress', 'act', 'strike'}"
product carbonyl,is,pyrimidine ring,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
pyrimidine ring,coordinate,zinc ion,coordinate,"{'coordinate', 'organise', 'align', 'ordinate', 'organize'}"
product carbonyl moiety,is,catalytic zinc ion,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
product carbonyl moiety,coordinate,catalytic zinc ion,coordinate,"{'coordinate', 'organise', 'align', 'ordinate', 'organize'}"
bound substrate,play,essential role,play,"{'spiel', 'act', 'play'}"
Such distortions in the bound substrate and product,play,essential role in enzyme catalysis,play,"{'spiel', 'act', 'play'}"
yeast Rib2 structure,was,mutational analysis,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
yeast Rib2 structure,modelled,mutational analysis,model,"{'model', 'mold', 'pose', 'posture', 'pattern', 'sit', 'mould', 'simulate'}"
mutational analysis,was,substrate recognition,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
mutational analysis,carried,substrate recognition,carry,"{'carry', 'hold', 'pack', 'contain', 'transport', 'convey', 'conduct', 'bear', 'express', 'channel', 'transmit'}"
structural comparisons,revealed,carbonyl backbones,reveal,"{'impart', 'expose', 'uncover', 'show', 'reveal', 'display', 'unveil', 'discover', 'divulge', 'disclose'}"
PCXXC signature,constitute,binding hole,constitute,"{'institute', 'establish', 'nominate', 'form', 'be', 'name', 'represent', 'found', 'appoint', 'comprise', 'constitute', 'plant'}"
Detailed structural comparisons,revealed,consecutive carbonyl backbones,reveal,"{'impart', 'expose', 'uncover', 'show', 'reveal', 'display', 'unveil', 'discover', 'divulge', 'disclose'}"
consecutive carbonyl backbones,constitute,target amino group,constitute,"{'institute', 'establish', 'nominate', 'form', 'be', 'name', 'represent', 'found', 'appoint', 'comprise', 'constitute', 'plant'}"
Neighbouring chains,are linked,water molecules,link,"{'colligate', 'yoke', 'join', 'relate', 'connect', 'tie', 'unite', 'associate', 'link'}"
Neighbouring chains,form,water molecules,form,"{'forge', 'spring', 'form', 'mold', 'shape', 'organise', 'mould', 'imprint', 'constitute', 'organize'}"
C bond,is,metal atom,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
title complex,is coordinated,O atoms,coordinate,"{'coordinate', 'organise', 'align', 'ordinate', 'organize'}"
VIV atom in the title complex,is coordinated,two O atoms of the dianionic,coordinate,"{'coordinate', 'organise', 'align', 'ordinate', 'organize'}"
tetradentate ligand,is indicated,dihedral angle,indicate,"{'betoken', 'bespeak', 'suggest', 'signal', 'show', 'argue', 'indicate', 'point'}"
Supramolecular chains,are formed,b axis,form,"{'forge', 'spring', 'form', 'mold', 'shape', 'organise', 'mould', 'imprint', 'constitute', 'organize'}"
cycloheptane ring,adopts,chair conformation,adopt,"{'embrace', 'dramatise', 'borrow', 'assume', 'adopt', 'acquire', 'take', 'dramatize', 'follow', 'espouse'}"
crystal packing,is effected,C mdash,effect,"{'effectuate', 'effect'}"
cryoprotection with MPD,yielded,dramatic improvement,yield,"{'generate', 'give', 'concede', 'yield', 'render', 'grant', 'afford', 'cede', 'relent', 'succumb', 'soften'}"
polymeric compound,lies,center of inversion,lie,"{'lie', 'rest', 'consist', 'dwell', 'belong'}"
center of inversion,is coordinated,N atoms,coordinate,"{'coordinate', 'organise', 'align', 'ordinate', 'organize'}"
water molecules,is,octahedral geometry,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
title polymeric compound,lies,amine N atoms,lie,"{'lie', 'rest', 'consist', 'dwell', 'belong'}"
title polymeric compound,is coordinated,amine N atoms,coordinate,"{'coordinate', 'organise', 'align', 'ordinate', 'organize'}"
bridging nature,generates,layer motif,generate,"{'generate', 'beget', 'mother', 'father', 'sire', 'yield', 'engender', 'render'}"
anvil cell,is used,sample displacement,use,"{'expend', 'use', 'employ', 'utilize', 'habituate', 'utilise', 'practice', 'apply'}"
anvil cell,monitor,sample displacement,monitor,"{'supervise', 'monitor'}"
diamond anvil cell,is used,sample displacement brought about by rotation,use,"{'expend', 'use', 'employ', 'utilize', 'habituate', 'utilise', 'practice', 'apply'}"
diamond anvil cell,monitor,sample displacement brought about by rotation,monitor,"{'supervise', 'monitor'}"
centring method,based,sample rotation,base,"{'establish', 'station', 'send', 'base', 'found', 'post'}"
centring method,does,sample rotation,do,"{'behave', 'perform', 'answer', 'execute', 'practice', 'practise', 'exercise', 'do', 'fare', 'act', 'suffice', 'make', 'cause'}"
centring method,require,sample rotation,require,"{'command', 'involve', 'compel', 'demand', 'ask', 'want', 'postulate', 'take', 'expect', 'require', 'necessitate', 'need'}"
sample rotation,does,prior positioning,do,"{'behave', 'perform', 'answer', 'execute', 'practice', 'practise', 'exercise', 'do', 'fare', 'act', 'suffice', 'make', 'cause'}"
sample rotation,require,prior positioning,require,"{'command', 'involve', 'compel', 'demand', 'ask', 'want', 'postulate', 'take', 'expect', 'require', 'necessitate', 'need'}"
full description of the method,is presented,extended record,present,"{'give', 'demonstrate', 'gift', 'acquaint', 'exhibit', 'submit', 'pose', 'present', 'award', 'show', 'demo', 'stage', 'introduce', 'deliver'}"
extended record,evaluate,practical setting,evaluate,"{'valuate', 'appraise', 'measure', 'assess', 'evaluate', 'value'}"
incident beam,yields,expected result,yield,"{'generate', 'give', 'concede', 'yield', 'render', 'grant', 'afford', 'cede', 'relent', 'succumb', 'soften'}"
respect to the incident beam,yields,more homogeneous intensity distribution,yield,"{'generate', 'give', 'concede', 'yield', 'render', 'grant', 'afford', 'cede', 'relent', 'succumb', 'soften'}"
orientation of the sample grains with respect to the incident beam,yields,more homogeneous intensity distribution along Debye rings,yield,"{'generate', 'give', 'concede', 'yield', 'render', 'grant', 'afford', 'cede', 'relent', 'succumb', 'soften'}"
large grains,assume,particular orientation,assume,"{'arrogate', 'feign', 'adopt', 'assume', 'acquire', 'take', 'don', 'bear', 'sham', 'presume', 'usurp', 'simulate', 'seize', 'accept', 'wear'}"
particular orientation,rocking,added effect,rock,"{'shake', 'sway', 'rock'}"
MnII cations,are coordinated,O atoms,coordinate,"{'coordinate', 'organise', 'align', 'ordinate', 'organize'}"
asymmetric unit,consists,twofold axis,consist,"{'lie', 'consist', 'dwell', 'comprise', 'belong'}"
discrete complex molecules,are arranged,O mdash H,arrange,"{'order', 'coiffure', 'format', 'arrange', 'stage', 'coif', 'put'}"
discrete complex molecules,alternating,O mdash H,alternate,"{'flip-flop', 'interchange', 'tack', 'alternate', 'understudy', 'switch'}"
discrete complex molecules,are linked,O mdash H,link,"{'colligate', 'yoke', 'join', 'relate', 'connect', 'tie', 'unite', 'associate', 'link'}"
low temperature,was,direct methods,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
low temperature,using,direct methods,use,"{'expend', 'use', 'employ', 'utilize', 'habituate', 'utilise', 'practice', 'apply'}"
conformation and crystal,compared,known triglycerides,compare,"{'liken', 'compare', 'equate'}"
present work,has been,crystal structure,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
present work,identified,crystal structure,identify,"{'place', 'describe', 'distinguish', 'name', 'identify', 'key', 'discover'}"
structural analysis,suggest,an inositol polyphosphate,suggest,"{'suggest', 'intimate', 'propose', 'advise', 'indicate', 'evoke', 'hint'}"
structural analysis,behaves,an inositol polyphosphate,behave,"{'acquit', 'behave', 'deport', 'conduct', 'do', 'comport', 'act'}"
protozoan parasite,is,rat and bovine,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
cognate substrate,is governed,active site,govern,"{'order', 'govern', 'regularise', 'rule', 'regulate', 'regularize'}"
electron carrier,were grown,vapour diffusion,grow,"{'produce', 'uprise', 'turn', 'grow', 'acquire', 'mature', 'rise', 'originate', 'farm', 'arise', 'develop', 'raise', 'maturate'}"
vapour diffusion,using,ammonium sulfate,use,"{'expend', 'use', 'employ', 'utilize', 'habituate', 'utilise', 'practice', 'apply'}"
NirT family,have been,electron donors,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
NrfHA complex,was,presence of detergent,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
crystals grown,belonged,space group,belong,"{'lie', 'belong', 'dwell', 'consist'}"
aromatic ring,bears,ABC ring,bear,"{'brook', 'carry', 'hold', 'abide', 'pay', 'suffer', 'digest', 'assume', 'contain', 'endure', 'birth', 'bear', 'stand', 'tolerate', 'stomach', 'accept', 'wear'}"
methoxylated aromatic ring,bears,ABC ring system,bear,"{'brook', 'carry', 'hold', 'abide', 'pay', 'suffer', 'digest', 'assume', 'contain', 'endure', 'birth', 'bear', 'stand', 'tolerate', 'stomach', 'accept', 'wear'}"
title compound,were obtained,sulfonylation reaction,obtain,"{'get', 'receive', 'obtain', 'prevail', 'incur'}"
difluorobenzyloxy rings,are twisted,central quinoline,twist,"{'distort', 'convolute', 'sprain', 'twine', 'writhe', 'wrench', 'squirm', 'twist', 'pervert', 'sophisticate', 'bend', 'flex', 'worm', 'wrestle', 'deform', 'wriggle', 'rick', 'wrick'}"
