subject,predicate,pred freq,object,root,root freq,synonyms
frequent cause of respiratory illness in infants,is,708,no vaccine nor effective drug treatment,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
nucleocapsid protein,is,708,viral replication,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
The RSV RNA genome,is,708,template for viral replication,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
crystal structure,was,146,emsp14  Aring  resolution,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
crystal structure,determined,33,emsp14  Aring  resolution,determine,62,"{'watch', 'ascertain', 'find', 'regulate', 'see', 'limit', 'mold', 'decide', 'determine', 'settle', 'fix', 'influence', 'learn', 'shape', 'set', 'specify'}"
HRSVN structures,reported,5,molecular packing,report,13,"{'account', 'cover', 'describe', 'report'}"
molecular packing,have,53,biological implications,have,146,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
positions of the monomers,are,282,ring structure,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
positions of the monomers,shifted,1,ring structure,shift,5,"{'transfer', 'switch', 'lurch', 'budge', 'stir', 'reposition', 'pitch', 'agitate', 'shift', 'dislodge', 'tilt', 'careen', 'wobble'}"
positions of the monomers,confirming,1,ring structure,confirm,9,"{'substantiate', 'affirm', 'corroborate', 'sustain', 'support', 'confirm', 'reassert'}"
stabilization of native HRSVN,is,708,mainly ionic interactions,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
cooled sample,be warmed,1,examination temperatures,warm,1,{'warm'}
application of the camera,is illustrated,2,diffraction pattern,illustrate,2,"{'illustrate', 'instance', 'exemplify'}"
main classes,were distinguished,2,earth metals,distinguish,2,"{'discern', 'secern', 'discover', 'recognise', 'mark', 'identify', 'signalize', 'distinguish', 'recognize', 'differentiate', 'key', 'tell', 'name', 'separate', 'describe'}"
Two main classes,were distinguished,2,Cu groups and transition metals,distinguish,2,"{'discern', 'secern', 'discover', 'recognise', 'mark', 'identify', 'signalize', 'distinguish', 'recognize', 'differentiate', 'key', 'tell', 'name', 'separate', 'describe'}"
Good correlations,were found,3,oxidation state and charge,found,28,"{'constitute', 'institute', 'base', 'establish', 'found', 'plant', 'launch'}"
metal complexes,provokes,1,anionic charge,provoke,1,"{'harass', 'elicit', 'chevvy', 'evoke', 'chevy', 'molest', 'harry', 'arouse', 'plague', 'chivvy', 'fire', 'kindle', 'beset', 'hassle', 'enkindle', 'stimulate', 'chivy', 'provoke'}"
electron density,controls,2,acceptor atom,control,4,"{'assure', 'moderate', 'ascertain', 'curb', 'check', 'command', 'control', 'operate', 'insure', 'hold', 'manipulate', 'master', 'verify', 'ensure', 'contain'}"
distribution of electron density,controls,2,terminal acceptor atom,control,4,"{'assure', 'moderate', 'ascertain', 'curb', 'check', 'command', 'control', 'operate', 'insure', 'hold', 'manipulate', 'master', 'verify', 'ensure', 'contain'}"
Nodaviridae family,encodes,1,viral protein,encode,1,"{'encipher', 'code', 'encode', 'inscribe', 'cipher', 'encrypt', 'cypher'}"
structural details,compare,4,WhNV B2 protein,compare,36,"{'liken', 'equate', 'compare'}"
WhNV B2 protein,has been,89,Escherichia coli,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
resolution data,has been,89,single crystal,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
resolution data,collected,6,single crystal,collect,21,"{'accumulate', 'compile', 'gather', 'amass', 'garner', 'hoard', 'collect'}"
asymmetric unit,is,708,Da minus,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
title compound,is composed,5,cadmium cations,compose,6,"{'compile', 'pen', 'compose', 'write', 'indite', 'frame'}"
cadmium ions,is coordinated,44,octahedral environment,coordinate,60,"{'organize', 'ordinate', 'organise', 'align', 'coordinate'}"
cadmium ions,is,708,octahedral environment,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
octahedral environment,is surrounded,2,O atoms,surround,4,"{'circumvent', 'palisade', 'encircle', 'border', 'environ', 'fence', 'beleaguer', 'smother', 'round', 'ring', 'besiege', 'circle', 'wall', 'skirt', 'surround'}"
coordination polyhedra,form,27,polymeric chains,form,86,"{'organize', 'form', 'constitute', 'spring', 'mould', 'forge', 'mold', 'imprint', 'organise', 'shape'}"
share two corners,are,282,carboxylate group,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
CdO6 octahedra share two corners,are,282,bridging carboxylate group,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
OH groups,contributes,2,stabilization of the structure,contribute,5,"{'lead', 'add', 'bestow', 'bring', 'conduce', 'lend', 'contribute', 'impart'}"
ZnII cation,is built,3,N atom,build,9,"{'progress', 'construct', 'build', 'establish'}"
tetrahedral ZnO3N coordination about the ZnII cation,is built,3,N atom of the pyridine ring,build,9,"{'progress', 'construct', 'build', 'establish'}"
solid product,was,146,metallic zinc,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
carboxyl groups,are,282,aromatic ring,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
octahedral coordination,made,12,water molecules,make,58,"{'produce', 'make', 'do', 'create', 'cause', 'draw', 'stimulate', 'induce'}"
different dianions,acts,1,inversion center,act,2,"{'play', 'do', 'pretend', 'move', 'behave', 'act', 'work', 'dissemble'}"
title compound,is characterized,5,different anions,characterize,12,"{'qualify', 'characterize', 'characterise'}"
structure of the title compound,is characterized,5,presence of two different anions,characterize,12,"{'qualify', 'characterize', 'characterise'}"
Adjacent chains,are connected,20,edges and apices,connect,34,"{'tie', 'associate', 'link', 'relate', 'connect', 'colligate', 'join', 'unite'}"
edges and apices,build,4,host lattice,build,9,"{'progress', 'construct', 'build', 'establish'}"
new phosphate,represents,5,structural type,represent,10,"{'represent', 'constitute', 'be', 'symbolise', 'exemplify', 'correspond', 'comprise', 'symbolize', 'typify', 'defend', 'interpret'}"
crystal structure of this new phosphate,represents,5,new structural type,represent,10,"{'represent', 'constitute', 'be', 'symbolise', 'exemplify', 'correspond', 'comprise', 'symbolize', 'typify', 'defend', 'interpret'}"
Hydrophilic regions,are generated,1,mdash H,generate,29,"{'sire', 'engender', 'father', 'generate', 'beget', 'render', 'yield', 'mother'}"
sulfonated derivative,offers,4,enhanced solubility,offer,6,"{'extend', 'tender', 'bid', 'volunteer', 'proffer', 'offer'}"
naturally occurring tectochrysin,offers,4,potential biological activity,offer,6,"{'extend', 'tender', 'bid', 'volunteer', 'proffer', 'offer'}"
rotation axis,is,708,octahedral geometry,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
twofold rotation axis,is,708,by two Cl minus  ions,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
crystallographic twofold rotation axis,is,708,octahedral geometry by two Cl minus  ions,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
Neighboring molecules,interact,15,ndash  pi  ,interact,16,{'interact'}
ndash  pi  ,forming,19,supramolecular structure,form,86,"{'organize', 'form', 'constitute', 'spring', 'mould', 'forge', 'mold', 'imprint', 'organise', 'shape'}"
inversion center,has,89,octahedral coordination,have,146,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
title compound,contains,54,centrosymmetric polyvanadate,contain,69,"{'moderate', 'curb', 'check', 'bear', 'carry', 'comprise', 'arrest', 'incorporate', 'control', 'stop', 'hold', 'contain'}"
imidazole ring,makes,20,dihedral angles,make,58,"{'produce', 'make', 'do', 'create', 'cause', 'draw', 'stimulate', 'induce'}"
CoII ion,lies,27,inversion centre,lie,39,"{'belong', 'consist', 'lie', 'rest', 'dwell'}"
maximum deviation,is,708,benzothiophene ring,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
title compound,has,89,spiro links,have,146,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
methylene C atom,is,708,envelope conformation for the pyrrolidine ring,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
title compound,imposed,2,inversion symmetry,impose,5,"{'visit', 'levy', 'enforce', 'inflict', 'impose'}"
cations and anions,are,282,mdash H,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
cations and anions,linked,8,mdash H,link,88,"{'yoke', 'tie', 'associate', 'link', 'relate', 'connect', 'colligate', 'join', 'unite'}"
abnormal vision,has been,89,alternative splicing,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
abnormal vision,implicated,3,alternative splicing,implicate,3,"{'implicate', 'entail'}"
home source,belonged,6,space group,belong,9,"{'dwell', 'belong', 'lie', 'consist'}"
Initial phases,were determined,3,molecular replacement,determine,62,"{'watch', 'ascertain', 'find', 'regulate', 'see', 'limit', 'mold', 'decide', 'determine', 'settle', 'fix', 'influence', 'learn', 'shape', 'set', 'specify'}"
Factor D,is,708,serine protease,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
limited number,are known,2,serine hydroxyl,know,4,"{'cognize', 'eff', 'acknowledge', 'recognise', 'bang', 'bed', 'hump', 'love', 'experience', 'recognize', 'live', 'fuck', 'jazz', 'screw', 'bonk', 'know'}"
limited number,inhibit,2,serine hydroxyl,inhibit,4,"{'conquer', 'suppress', 'curb', 'subdue', 'inhibit'}"
serine protease inhibitors,are known,2,serine hydroxyl of the catalytic triad,know,4,"{'cognize', 'eff', 'acknowledge', 'recognise', 'bang', 'bed', 'hump', 'love', 'experience', 'recognize', 'live', 'fuck', 'jazz', 'screw', 'bonk', 'know'}"
serine protease inhibitors,inhibit,2,serine hydroxyl of the catalytic triad,inhibit,4,"{'conquer', 'suppress', 'curb', 'subdue', 'inhibit'}"
inhibited enzyme,is,708,overall structure,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
One region,is conserved,2,D and trypsin,conserve,2,"{'economise', 'economize', 'maintain', 'preserve', 'conserve', 'husband'}"
histidine residue,is observed,10,triad arrangement,observe,29,"{'watch', 'celebrate', 'observe', 'keep', 'remark', 'note', 'detect', 'notice', 'honor', 'honour', 'respect', 'discover', 'mention', 'find'}"
D adduct,have provided,1,fundamental insights,provide,41,"{'provide', 'furnish', 'leave', 'supply', 'ply', 'cater', 'render', 'allow'}"
middot C6H4O8S22 minus,lies,27,center of inversion,lie,39,"{'belong', 'consist', 'lie', 'rest', 'dwell'}"
atomic modulation,are given,11,Fourier series,give,48,"{'pay', 'have', 'afford', 'yield', 'hold', 'throw', 'gift', 'present', 'give'}"
atomic modulation functions,are given,11,truncated Fourier series,give,48,"{'pay', 'have', 'afford', 'yield', 'hold', 'throw', 'gift', 'present', 'give'}"
resulting expression,is,708,main reflections,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
individual atoms,is taken,2,overall modulation,take,21,"{'convey', 'bring', 'guide', 'read', 'assume', 'demand', 'adopt', 'conduct', 'direct', 'occupy', 'lead', 'involve', 'postulate', 'take', 'require', 'necessitate', 'ask', 'need', 'acquire'}"
modulation of individual atoms,is taken,2,introduction of overall modulation,take,21,"{'convey', 'bring', 'guide', 'read', 'assume', 'demand', 'adopt', 'conduct', 'direct', 'occupy', 'lead', 'involve', 'postulate', 'take', 'require', 'necessitate', 'ask', 'need', 'acquire'}"
accuracy of this expression,is illustrated,2,model structures,illustrate,2,"{'illustrate', 'instance', 'exemplify'}"
fitting procedure,is described,9,scale factor,describe,24,"{'report', 'delineate', 'line', 'identify', 'distinguish', 'account', 'key', 'depict', 'name', 'draw', 'discover', 'describe', 'trace'}"
fitting procedure,extract,5,scale factor,extract,12,"{'elicit', 'evoke', 'extract', 'distill', 'distil', 'educe', 'excerpt', 'express'}"
numerical fitting procedure,is described,9,overall temperature parameter and overall modulation,describe,24,"{'report', 'delineate', 'line', 'identify', 'distinguish', 'account', 'key', 'depict', 'name', 'draw', 'discover', 'describe', 'trace'}"
numerical fitting procedure,extract,5,overall temperature parameter and overall modulation,extract,12,"{'elicit', 'evoke', 'extract', 'distill', 'distil', 'educe', 'excerpt', 'express'}"
geometrical relations,are compared,7,framework densities,compare,36,"{'liken', 'equate', 'compare'}"
silica frameworks,are constrained,1,approximate requirement,constrain,3,"{'constrain', 'restrain', 'tighten', 'cumber', 'stiffen', 'encumber'}"
silica frameworks,are,282,approximate requirement,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
flagellar assembly,are,282,intestinal colonization,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
promotes flagellar assembly and motility,are,282,processes that are important for intestinal colonization,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
probability distribution,gives,11,approximate formulae,give,48,"{'pay', 'have', 'afford', 'yield', 'hold', 'throw', 'gift', 'present', 'give'}"
Gaussian probability distribution,gives,11,type in all space groups,give,48,"{'pay', 'have', 'afford', 'yield', 'hold', 'throw', 'gift', 'present', 'give'}"
biased Gaussian probability distribution,gives,11,reflections of any type in all space groups,give,48,"{'pay', 'have', 'afford', 'yield', 'hold', 'throw', 'gift', 'present', 'give'}"
entropy of an asymmetrical ensemble,be increased,1,true space group,increase,7,{'increase'}
entropy of an asymmetrical ensemble,averaging,1,true space group,average,1,{'average'}
different types,experience,3,single force,experience,3,"{'get', 'receive', 'experience', 'have', 'feel', 'live', 'know', 'undergo'}"
single force,interact,15,strength proportional,interact,16,{'interact'}
different types of atom,experience,3,single force function,experience,3,"{'get', 'receive', 'experience', 'have', 'feel', 'live', 'know', 'undergo'}"
single force function,interact,15,products of their scattering factors,interact,16,{'interact'}
cell with different types of atom,experience,3,strength proportional to the products of their scattering factors,experience,3,"{'get', 'receive', 'experience', 'have', 'feel', 'live', 'know', 'undergo'}"
