subject,predicate,object,root,synonyms
crystal structure,is stabilized,mdash H,stabilize,"{'brace', 'stabilise', 'steady', 'stabilize'}"
cell components,are,electrochemical process,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
polymer battery concept,are,electrochemical process of interest,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
flat sample,is,more representative diffractogram,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
flat sample,oscillate,more representative diffractogram,oscillate,"{'vibrate', 'oscillate', 'hover', 'vacillate'}"
flat sample,provide,more representative diffractogram,provide,"{'provide', 'furnish', 'leave', 'supply', 'ply', 'cater', 'render', 'allow'}"
thiocyanate solution,has been,emsp14  Aring  resolution,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
thiocyanate solution,determined,emsp14  Aring  resolution,determine,"{'watch', 'ascertain', 'find', 'regulate', 'see', 'limit', 'mold', 'decide', 'determine', 'settle', 'fix', 'influence', 'learn', 'shape', 'set', 'specify'}"
thiocyanate solution,refined,emsp14  Aring  resolution,refine,"{'elaborate', 'fine-tune', 'complicate', 'down', 'rectify', 'rarify', 'polish', 'refine'}"
AMoRe program,starting,monomer model,start,"{'jump', 'startle', 'depart', 'initiate', 'commence', 'originate', 'begin', 'part', 'start'}"
molecular arrangement,is,orthogonal fivefold,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
ideal geometry,were,bond distances,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
title dicarbonyl,possesses,twofold symmetry,possess,"{'have', 'possess', 'own'}"
title dicarbonyl compound,possesses,local twofold symmetry,possess,"{'have', 'possess', 'own'}"
molecule of the title dicarbonyl compound,possesses,approximate local twofold symmetry,possess,"{'have', 'possess', 'own'}"
hydrogen bonds,link,chain structure,link,"{'yoke', 'tie', 'associate', 'link', 'relate', 'connect', 'colligate', 'join', 'unite'}"
hydrogen bonds,generating,chain structure,generate,"{'sire', 'engender', 'father', 'generate', 'beget', 'render', 'yield', 'mother'}"
two chlorobenzene rings,are,syn orientations,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
centrosymmetrically related molecules,are linked,C mdash H,link,"{'yoke', 'tie', 'associate', 'link', 'relate', 'connect', 'colligate', 'join', 'unite'}"
bupropion molecule,is observed,mdash H,observe,"{'watch', 'celebrate', 'observe', 'keep', 'remark', 'note', 'detect', 'notice', 'honor', 'honour', 'respect', 'discover', 'mention', 'find'}"
solvent molecule,is linked,bromide ion,link,"{'yoke', 'tie', 'associate', 'link', 'relate', 'connect', 'colligate', 'join', 'unite'}"
phenyl ring,is,S atom,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
crystal structure,is stabilized,Waals interactions,stabilize,"{'brace', 'stabilise', 'steady', 'stabilize'}"
piperidine ring,adopts,envelope conformation,adopt,"{'take', 'assume', 'adopt', 'espouse', 'borrow', 'follow', 'dramatise', 'acquire', 'dramatize', 'embrace'}"
title compound,adopts,sofa conformation,adopt,"{'take', 'assume', 'adopt', 'espouse', 'borrow', 'follow', 'dramatise', 'acquire', 'dramatize', 'embrace'}"
hydrogen bonds,stabilize,molecular conformation,stabilize,"{'brace', 'stabilise', 'steady', 'stabilize'}"
triazole ring,makes,dihedral angles,make,"{'produce', 'make', 'do', 'create', 'cause', 'draw', 'stimulate', 'induce'}"
title compound,are,maximum deviation,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
molecules form,stacked,ab plane,stack,"{'pile', 'heap', 'stack'}"
inversion centers,are situated,ring of the dication,situate,"{'locate', 'posit', 'situate', 'deposit'}"
Crystallographic inversion centers,are situated,center of the ring of the dication,situate,"{'locate', 'posit', 'situate', 'deposit'}"
nitro group,is,benzene ring,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
title complex,is,Ni atom,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
title complex,consists,Ni atom,consist,"{'belong', 'consist', 'comprise', 'lie', 'dwell'}"
One molecule,is,inequivalent chlorides,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
Pd atom,lies,centre of symmetry,lie,"{'belong', 'consist', 'lie', 'rest', 'dwell'}"
centre of symmetry,is,platinum analogue,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
title compound,was,furofuran ligands,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
title compound,prepared,furofuran ligands,prepare,"{'organize', 'educate', 'machinate', 'develop', 'cook', 'ready', 'prepare', 'train', 'organise', 'groom', 'devise', 'fix', 'set'}"
furofuran ligands,was,Brown  amp  ,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
furofuran ligands,reported,Brown  amp  ,report,"{'account', 'cover', 'describe', 'report'}"
aromatic rings,are,natural products,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
natural products,have been,phenyl group,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
title compound,consists,butylamine side chain,consist,"{'belong', 'consist', 'comprise', 'lie', 'dwell'}"
asymmetric unit,consists,IrIII atom,consist,"{'belong', 'consist', 'comprise', 'lie', 'dwell'}"
single oxide ligand,is disordered,inversion center with each O atom,disorder,"{'cark', 'perturb', 'trouble', 'disquiet', 'distract', 'unhinge', 'disorder', 'disarray'}"
Ir distance,is,ndash metal,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
mdash Ir distance,is,metal ndash metal,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
The Ir mdash Ir distance,is,metal ndash metal bonds,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
histidinium cations,are linked,hydrogen bonds,link,"{'yoke', 'tie', 'associate', 'link', 'relate', 'connect', 'colligate', 'join', 'unite'}"
diprotonated histidinium cations,are linked,strong hydrogen bonds,link,"{'yoke', 'tie', 'associate', 'link', 'relate', 'connect', 'colligate', 'join', 'unite'}"
gamma  atom,has,N atom,have,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
N atom,is,prime  atom,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
C gamma  atom,has,gauche II conformation,have,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
amino N atom,is,C prime  atom,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
respect to the amino N atom,is,trans to the C prime  atom,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
imidazolinium rings,are,skeletal plane,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
salt hydrate,comprises,discrete cations,comprise,"{'represent', 'constitute', 'be', 'consist', 'comprise', 'incorporate', 'contain'}"
complex salt hydrate,comprises,solvent water molecules,comprise,"{'represent', 'constitute', 'be', 'consist', 'comprise', 'incorporate', 'contain'}"
title complex salt hydrate,comprises,anions and solvent water molecules,comprise,"{'represent', 'constitute', 'be', 'consist', 'comprise', 'incorporate', 'contain'}"
CrIII atom,is,Schiff base,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
CrIII atom,coordinated,Schiff base,coordinate,"{'organize', 'ordinate', 'organise', 'align', 'coordinate'}"
nitrate anion,were modelled,major components,model,"{'sit', 'mould', 'mold', 'simulate', 'model', 'posture', 'pose', 'pattern'}"
nitrate anion,being,major components,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
nitrate anion,disordered,major components,disorder,"{'cark', 'perturb', 'trouble', 'disquiet', 'distract', 'unhinge', 'disorder', 'disarray'}"
water molecules,stacked,c axis,stack,"{'pile', 'heap', 'stack'}"
O atom of the aldehyde group,is displaced,phenyl ring plane,displace,"{'deracinate', 'displace', 'dislocate', 'bump', 'move', 'uproot', 'dislodge'}"
title compound,has,inversion symmetry,have,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
urea groups,gives,polymeric chains,give,"{'pay', 'have', 'afford', 'yield', 'hold', 'throw', 'gift', 'present', 'give'}"
ring system,is,maximum deviation,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
pi  interactions,link,supramolecular chains,link,"{'yoke', 'tie', 'associate', 'link', 'relate', 'connect', 'colligate', 'join', 'unite'}"
Cl hydrogen bonds,is,N mdash H,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
cloud of orientations,arises,individual orientations,arise,"{'rebel', 'develop', 'uprise', 'lift', 'grow', 'arise', 'rise', 'originate'}"
cloud of orientations,measuring,individual orientations,measure,"{'appraise', 'valuate', 'evaluate', 'measure', 'assess', 'quantify', 'value'}"
formamidinium cations,using,O atoms,use,"{'utilize', 'use', 'employ', 'apply', 'expend', 'habituate', 'utilise', 'practice'}"
O hydrogen bonds,forming,centrosymmetrically related rings,form,"{'organize', 'form', 'constitute', 'spring', 'mould', 'forge', 'mold', 'imprint', 'organise', 'shape'}"
O hydrogen bonds,form,centrosymmetrically related rings,form,"{'organize', 'form', 'constitute', 'spring', 'mould', 'forge', 'mold', 'imprint', 'organise', 'shape'}"
title compound,reveals,pyridine ring,reveal,"{'disclose', 'show', 'reveal', 'expose', 'display', 'divulge', 'uncover', 'impart', 'discover', 'unveil'}"
Structural analysis of the title compound,reveals,pyridine ring and the ester moiety,reveal,"{'disclose', 'show', 'reveal', 'expose', 'display', 'divulge', 'uncover', 'impart', 'discover', 'unveil'}"
protective layer,has been,test sample,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
protective layer,used,test sample,use,"{'utilize', 'use', 'employ', 'apply', 'expend', 'habituate', 'utilise', 'practice'}"
dispersive signals,are,expected values,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
powder diffraction,needs,Guinier camera,need,"{'postulate', 'require', 'demand', 'necessitate', 'involve', 'need', 'ask', 'want', 'take'}"
powder diffraction technique,needs,Guinier camera or a powder diffractometer,need,"{'postulate', 'require', 'demand', 'necessitate', 'involve', 'need', 'ask', 'want', 'take'}"
usual powder diffraction technique,needs,pattern with either a Guinier camera or a powder diffractometer,need,"{'postulate', 'require', 'demand', 'necessitate', 'involve', 'need', 'ask', 'want', 'take'}"
CoII cations,occupy,inversion centres,occupy,"{'invade', 'busy', 'occupy', 'interest', 'absorb', 'worry', 'engross', 'engage', 'fill', 'reside', 'concern', 'take', 'inhabit'}"
inversion centres,adopt,octahedral coordination,adopt,"{'take', 'assume', 'adopt', 'espouse', 'borrow', 'follow', 'dramatise', 'acquire', 'dramatize', 'embrace'}"
crystallographic inversion centres,adopt,octahedral coordination geometry,adopt,"{'take', 'assume', 'adopt', 'espouse', 'borrow', 'follow', 'dramatise', 'acquire', 'dramatize', 'embrace'}"
Nonstructural protein,is,gene product,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
Human coronavirus,were made,structural analysis,make,"{'produce', 'make', 'do', 'create', 'cause', 'draw', 'stimulate', 'induce'}"
Human coronavirus,based,structural analysis,base,"{'send', 'base', 'establish', 'post', 'found', 'station'}"
mutants of nsp15 from Human coronavirus,were made,respiratory syndrome coronavirus,make,"{'produce', 'make', 'do', 'create', 'cause', 'draw', 'stimulate', 'induce'}"
mutants of nsp15 from Human coronavirus,based,respiratory syndrome coronavirus,base,"{'send', 'base', 'establish', 'post', 'found', 'station'}"
Ambrosia artemisiifolia,has,twist conformation,have,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
minus  anion,uses,CN minus  ,use,"{'utilize', 'use', 'employ', 'apply', 'expend', 'habituate', 'utilise', 'practice'}"
Fe linkage,is,bimetallic complexes,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
ESRF undulator,is dedicated,macromolecular crystallography,dedicate,"{'devote', 'consecrate', 'commit', 'dedicate'}"
Troika concept,has,experimental stations,have,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
image plates,are placed,cassette system,place,"{'range', 'position', 'put', 'site', 'target', 'grade', 'place', 'identify', 'rank', 'order', 'rate', 'lay', 'pose', 'locate', 'direct', 'aim', 'set'}"
image plates,removed,cassette system,remove,"{'transfer', 'dispatch', 'remove', 'withdraw', 'absent', 'slay', 'murder'}"
image plates,using,cassette system,use,"{'utilize', 'use', 'employ', 'apply', 'expend', 'habituate', 'utilise', 'practice'}"
anomalous experiments,is,pseudo 2 thetas  ,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
anomalous experiments,is equipped,pseudo 2 thetas  ,equip,"{'equip', 'outfit', 'fit'}"
graphical user,be,strategy optimization,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
graphical user,cover,strategy optimization,cover,"{'comprehend', 'cross', 'encompass', 'extend', 'report', 'plow', 'deal', 'handle', 'treat', 'track', 'address', 'embrace', 'cover', 'traverse'}"
graphical user,including,strategy optimization,include,"{'include', 'admit'}"
graphical user interface,be,aspects of data collection,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
graphical user interface,cover,aspects of data collection,cover,"{'comprehend', 'cross', 'encompass', 'extend', 'report', 'plow', 'deal', 'handle', 'treat', 'track', 'address', 'embrace', 'cover', 'traverse'}"
UHV monochromator,equipped,monochromator crystals,equip,"{'equip', 'outfit', 'fit'}"
multicrystal UHV monochromator,equipped,different monochromator crystals,equip,"{'equip', 'outfit', 'fit'}"
beryllium monochromator,be utilized,downstream stations,utilize,"{'utilize', 'use', 'employ', 'apply', 'utilise'}"
beryllium monochromator crystals,be utilized,independent downstream stations,utilize,"{'utilize', 'use', 'employ', 'apply', 'utilise'}"
undulator beamlines,reduce,radiation power,reduce,"{'reduce', 'cut', 'trim', 'shrink'}"
similar aberration,is,inclined case,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
carbonyl groups,are,chromene atoms,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
pi  interaction,developing,c axis,develop,"{'produce', 'educate', 'develop', 'evolve', 'explicate', 'uprise', 'prepare', 'grow', 'germinate', 'formulate', 'acquire', 'train', 'rise', 'originate', 'arise'}"
EXAFS analysis,revealed,low luminescence,reveal,"{'disclose', 'show', 'reveal', 'expose', 'display', 'divulge', 'uncover', 'impart', 'discover', 'unveil'}"
